Sample;Assay;N;Outliers;Rejected;Total reps;Ct;Ct SD;Tm;Tm SD;Efficiency;Conc;Flags
24;blaTEM;2;0;1;3;23.37;0.07;91.93;0.02;1.84;-1;MultipleMeltPeaks
000NTC;blaTEM;1;0;0;1;29.28;;75.89;;1.88;-1;
GENO;blaTEM;0;0;2;2;;;;;;-1;NotInformative
22;blaPER;0;0;3;3;;;;;;-1;NotInformative
23;blaPER;1;0;2;3;20.91;;92.43;;2.36;-1;
24;blaPER;1;0;2;3;21.11;;92.22;;2.08;-1;
000NTC;blaPER;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;blaPER;0;0;2;2;;;;;;-1;NotInformative
22;KPC;3;0;0;3;19.94;0.13;91.09;0.41;1.86;-1;
23;KPC;3;0;0;3;20.6;0.12;90.74;0.33;1.9;-1;
24;KPC;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;KPC;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;KPC;2;0;0;2;25.63;0.55;77.47;0.3;1.87;-1;
22;beta_ccra;2;0;1;3;17.09;9.44E-04;91.22;0.19;1.88;-1;MultipleMeltPeaks
23;beta_ccra;3;0;0;3;17.19;0.07;90.93;0.15;1.88;-1;
24;beta_ccra;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;beta_ccra;1;0;0;1;23.26;;82.27;;1.63;-1;
GENO;beta_ccra;2;0;0;2;22.58;0.12;82.32;0.07;1.65;-1;
22;cefa_ampc;3;0;0;3;22.83;0.18;90.66;0.19;1.92;-1;
23;cefa_ampc;2;0;1;3;22.87;0.18;90.53;0.16;1.92;-1;MultipleMeltPeaks
24;cefa_ampc;2;0;1;3;22.9;0.19;90.57;0.27;1.9;-1;MultipleMeltPeaks
000NTC;cefa_ampc;1;0;0;1;29.61;;76.38;;1.92;-1;
GENO;cefa_ampc;1;0;1;2;29.72;;76.62;;1.97;-1;
22;bl1acc;2;0;1;3;23.51;0.66;89.94;0.04;1.79;-1;MultipleMeltPeaks
23;bl1acc;3;0;0;3;23.6;0.09;90.01;0.04;1.95;-1;
24;bl1acc;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;bl1acc;1;0;0;1;29.9;;76.5;;1.95;-1;
GENO;bl1acc;2;0;0;2;28.75;0.13;76.28;0.32;1.96;-1;
22;bl3_cpha;2;0;1;3;22.42;0.06;91.59;0.11;1.85;-1;MultipleMeltPeaks
23;bl3_cpha;3;0;0;3;22.39;0.07;91.28;0.62;1.88;-1;
24;bl3_cpha;2;0;1;3;22.94;0.23;91.06;0.3;1.86;-1;MultipleMeltPeaks
000NTC;bl3_cpha;0;0;1;1;;;;;;-1;NotInformative
GENO;bl3_cpha;1;0;1;2;32.71;;77.69;;1.97;-1;MultipleMeltPeaks
22;blaB-11,13,14;1;0;2;3;24.05;;90.98;;1.87;-1;MultipleMeltPeaks
23;blaB-11,13,14;2;0;1;3;22.58;0.09;92.15;0.38;1.85;-1;MultipleMeltPeaks
24;blaB-11,13,14;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;blaB-11,13,14;1;0;0;1;31.99;;77.96;;1.93;-1;
GENO;blaB-11,13,14;2;0;0;2;28.81;1.47;81.6;7.08;1.96;-1;
22;blaIND;1;0;2;3;24.11;;89.89;;1.94;-1;MultipleMeltPeaks
23;blaIND;2;0;1;3;24.24;0.46;89.79;0.08;1.91;-1;MultipleMeltPeaks
24;blaIND;1;0;2;3;24.17;;89.78;;1.9;-1;MultipleMeltPeaks
000NTC;blaIND;1;0;0;1;27.09;;83.12;;1.78;-1;
GENO;blaIND;2;0;0;2;26.21;0.73;79.45;0.2;1.78;-1;
22;blaLEN;3;0;0;3;22.11;0.47;92.41;0.04;1.9;-1;
23;blaLEN;3;0;0;3;21.56;0.18;92.49;0.12;1.88;-1;
24;blaLEN;3;0;0;3;21.65;0.47;92.26;0.31;1.89;-1;
000NTC;blaLEN;1;0;0;1;27.44;;78.91;;1.92;-1;
GENO;blaLEN;2;0;0;2;27.32;0.97;78.54;0.26;2.01;-1;
22;blaOXY-1;3;0;0;3;14.75;0.13;91.41;0.06;1.91;-1;
23;blaOXY-1;3;0;0;3;14.81;0.02;91.15;0.03;1.87;-1;
24;blaOXY-1;3;0;0;3;15.21;0.04;91.29;0.03;1.9;-1;
000NTC;blaOXY-1;1;0;0;1;20.28;;77.86;;1.81;-1;
GENO;blaOXY-1;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
22;blaCARB;3;0;0;3;17.54;0.13;92.6;0.09;1.87;-1;
23;blaCARB;3;0;0;3;17.6;0.31;92.48;0.08;1.88;-1;
24;blaCARB;3;0;0;3;17.31;0.24;92.53;0.04;1.86;-1;
000NTC;blaCARB;1;0;0;1;28.15;;75.62;;1.97;-1;
GENO;blaCARB;2;0;0;2;28.9;0.09;75.84;0.22;2.01;-1;
22;blaGOB;3;0;0;3;11.46;0.21;91.51;0.47;1.81;-1;
23;blaGOB;2;0;1;3;11.61;0.31;92.03;0.25;1.93;-1;MultipleMeltPeaks
24;blaGOB;3;0;0;3;12.01;0.18;91.83;0.04;1.97;-1;
000NTC;blaGOB;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;blaGOB;1;0;1;2;11.54;;85.58;;2.01;-1;MultipleMeltPeaks
22;blaHERA;2;0;1;3;14.04;0.24;91.3;0.47;1.86;-1;MultipleMeltPeaks
23;blaHERA;2;0;1;3;14.27;0.08;91.73;0.43;1.92;-1;MultipleMeltPeaks
24;blaHERA;1;0;2;3;14.03;;92.04;;2.08;-1;MultipleMeltPeaks
000NTC;blaHERA;1;0;0;1;13.24;;79.08;;1.85;-1;
GENO;blaHERA;2;0;0;2;13.11;0.04;79.16;0.03;1.81;-1;
22;blaMIR;3;0;0;3;15.07;0.06;92.06;0.1;1.88;-1;
23;blaMIR;3;0;0;3;15.13;0.04;91.59;0.14;1.87;-1;
24;blaMIR;3;0;0;3;15.45;0.03;92.17;0.19;1.88;-1;
000NTC;blaMIR;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;blaMIR;2;0;0;2;34.29;6.77;84.58;10.04;1.84;-1;
22;nonmobile_blaADC;3;0;0;3;27.47;0.65;88.25;0.14;1.94;-1;
23;nonmobile_blaADC;2;0;1;3;26.59;0.05;88.97;1.01;1.92;-1;MultipleMeltPeaks
24;nonmobile_blaADC;2;0;1;3;25.87;0.03;88.28;0.04;1.89;-1;MultipleMeltPeaks
000NTC;nonmobile_blaADC;1;0;0;1;28.07;;75.67;;1.81;-1;
GENO;nonmobile_blaADC;2;0;0;2;27.51;0.49;75.85;0.01;1.84;-1;
22;nonmobile blaBEL;1;0;2;3;21.09;;91.56;;1.97;-1;MultipleMeltPeaks
23;nonmobile blaBEL;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
24;nonmobile blaBEL;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;nonmobile blaBEL;1;0;0;1;21.85;;81.49;;1.98;-1;
GENO;nonmobile blaBEL;2;0;0;2;21.58;0.17;80.97;0.33;1.96;-1;
22;blaIMI;3;0;0;3;18.46;0.08;90.75;0.09;1.87;-1;
23;blaIMI;3;0;0;3;17.96;0.17;90.81;0.04;1.86;-1;
24;blaIMI;3;0;0;3;18.1;0.04;90.93;0.08;1.87;-1;
000NTC;blaIMI;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;blaIMI;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
22;bla-ACT;3;0;0;3;15.56;0.15;91.98;0.18;1.87;-1;
23;bla-ACT;3;0;0;3;15.54;0.02;91.54;0.04;1.88;-1;
24;bla-ACT;3;0;0;3;16.04;0.08;92.07;0.12;1.9;-1;
000NTC;bla-ACT;1;0;0;1;26.06;;78.92;;1.83;-1;
GENO;bla-ACT;2;0;0;2;26.08;0.32;85.01;8.52;1.86;-1;
22;acrB;3;0;0;3;21.26;0.46;91.51;0.11;1.89;-1;
23;acrB;3;0;0;3;20.76;0.02;90.76;0.27;1.87;-1;
24;acrB;1;0;2;3;19.28;;90.65;;1.88;-1;MultipleMeltPeaks
000NTC;acrB;1;0;0;1;27.21;;78.88;;1.95;-1;
GENO;acrB;2;0;0;2;28.05;1.57;81.42;3.46;1.92;-1;
22;acrF;3;0;0;3;16.64;0.2;90.51;0.24;1.85;-1;
23;acrF;3;0;0;3;16.75;0.04;90.87;0.02;1.87;-1;
24;acrF;3;0;0;3;17.12;0.08;91.04;0.1;1.89;-1;
000NTC;acrF;1;0;0;1;26.59;;81.63;;1.55;-1;
GENO;acrF;1;0;1;2;26.34;;81.62;;1.67;-1;MultipleMeltPeaks
22;adeA;3;0;0;3;17.39;0.15;90.89;0.24;1.88;-1;
23;adeA;3;0;0;3;17.56;0.09;90.87;0.2;1.87;-1;
24;adeA;3;0;0;3;17.76;0.09;90.84;0.16;1.87;-1;
000NTC;adeA;1;0;0;1;24.18;;78.81;;1.83;-1;
GENO;adeA;2;0;0;2;23.81;0.07;83.66;6.87;1.85;-1;
22;multidrug resistance;2;0;1;3;25.78;0.59;88.56;1.28;1.84;-1;MultipleMeltPeaks
23;multidrug resistance;2;0;1;3;25.43;0.04;87.89;3.17;1.9;-1;MultipleMeltPeaks
24;multidrug resistance;1;0;2;3;25.87;;87.45;;1.8;-1;MultipleMeltPeaks
000NTC;multidrug resistance;1;0;0;1;26.42;;74.03;;1.72;-1;
GENO;multidrug resistance;2;0;0;2;25.89;0.29;73.75;0.02;1.6;-1;
22;cmr;2;0;1;3;25.24;0.32;90.55;0.38;1.73;-1;MultipleMeltPeaks
23;cmr;2;0;1;3;24.81;0.08;90.42;1.59;1.84;-1;MultipleMeltPeaks
24;cmr;3;0;0;3;24.72;0.19;89.47;2.06;1.72;-1;
000NTC;cmr;1;0;0;1;24.87;;75.01;;1.73;-1;
GENO;cmr;2;0;0;2;24.1;0.22;75.25;0.09;1.77;-1;
22;acrA;3;0;0;3;18.73;0.17;91.5;0.16;1.86;-1;
23;acrA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
24;acrA;1;0;2;3;18.64;;91.23;;1.87;-1;MultipleMeltPeaks
000NTC;acrA;1;0;0;1;39.56;;77.58;;1.87;-1;
GENO;acrA;1;0;1;2;41.72;;74.75;;1.42;-1;MultipleMeltPeaks
22;emrD;0;0;3;3;;;;;;-1;NotInformative
23;emrD;1;0;2;3;14.47;;91.44;;1.82;-1;MultipleMeltPeaks
24;emrD;1;0;2;3;14.96;;91.5;;1.83;-1;
000NTC;emrD;1;0;0;1;40.17;;76.2;;1.96;-1;
GENO;emrD;1;0;1;2;27.8;;92.26;;1.86;-1;
22;mdtE/yhiU;3;0;0;3;16.12;0.06;90.96;0.11;1.87;-1;
23;mdtE/yhiU;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
24;mdtE/yhiU;3;0;0;3;16.61;0.02;91.02;0.07;1.85;-1;
000NTC;mdtE/yhiU;1;0;0;1;34.63;;80.26;;1.84;-1;
GENO;mdtE/yhiU;2;0;0;2;29.85;0.46;86.01;6.18;1.92;-1;
22;mexA;3;0;0;3;17.81;0.35;90.8;0.37;1.86;-1;
23;mexA;3;0;0;3;17.14;0.13;90.62;0.05;1.85;-1;
24;mexA;3;0;0;3;17.89;0.18;90.69;0.2;1.82;-1;
000NTC;mexA;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;mexA;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
22;acrR;3;0;0;3;16.46;0.05;91.72;0.08;1.87;-1;
23;acrR;3;0;0;3;16.68;0.09;92.13;0.15;1.86;-1;
24;acrR;3;0;0;3;16.81;0.09;92.03;0.34;1.88;-1;
000NTC;acrR;1;0;0;1;30.72;;79.62;;1.89;-1;
GENO;acrR;1;0;1;2;32.16;;87.28;;1.93;-1;
22;qacF/Ha;1;0;2;3;30.23;;90.83;;1.9;-1;MultipleMeltPeaks
23;qacF/Ha;1;0;2;3;28.29;;86.67;;1.95;-1;MultipleMeltPeaks
24;qacF/Ha;1;0;2;3;28.44;;86.86;;2.01;-1;MultipleMeltPeaks
000NTC;qacF/Ha;0;0;1;1;;;;;;-1;NotInformative
GENO;qacF/Ha;2;0;0;2;28.88;0.74;74.23;0.25;1.84;-1;
22;nimE;3;0;0;3;19.89;0.15;88.71;0.39;1.97;-1;
23;nimE;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
24;nimE;2;0;1;3;19.16;7.42E-03;90.06;1.54;2.12;-1;MultipleMeltPeaks
000NTC;nimE;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;nimE;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
22;emrB/qacA;2;0;1;3;30.53;0.98;86.66;0.49;1.87;-1;MultipleMeltPeaks
23;emrB/qacA;3;0;0;3;30.51;1.26;79.2;8.9;1.89;-1;
24;emrB/qacA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;emrB/qacA;1;0;0;1;30.71;;74.65;;1.77;-1;
GENO;emrB/qacA;2;0;0;2;31.86;3.85;73.68;7.64E-03;1.65;-1;
22;mtrE;2;0;1;3;25.11;0.31;91.4;0.37;1.87;-1;MultipleMeltPeaks
23;mtrE;2;0;1;3;24.96;9.65E-03;90.16;0.08;1.8;-1;MultipleMeltPeaks
24;mtrE;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;mtrE;1;0;0;1;26.29;;76.25;;1.74;-1;
GENO;mtrE;2;0;0;2;26.84;0.02;79.46;3.87;1.69;-1;
22;oprD;3;0;0;3;12.83;0.28;91.06;0.05;1.84;-1;
23;oprD;3;0;0;3;12.77;0.08;91.05;0.01;1.83;-1;
24;oprD;3;0;0;3;13.26;0.03;90.88;0.04;1.85;-1;
000NTC;oprD;1;0;0;1;31.21;;90.61;;1.79;-1;
GENO;oprD;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
22;ttgA;3;0;0;3;16.52;0.15;91.28;0.06;1.87;-1;
23;ttgA;3;0;0;3;16.66;0.05;90.62;0.05;1.86;-1;
24;ttgA;3;0;0;3;17.15;0.09;91.25;0.06;1.86;-1;
000NTC;ttgA;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;ttgA;1;0;1;2;29.39;;78.88;;1.97;-1;MultipleMeltPeaks
22;ttgB;3;0;0;3;19.29;0.16;91.26;0.16;1.88;-1;
23;ttgB;3;0;0;3;19.5;0.05;91.43;0.24;1.86;-1;
24;ttgB;3;0;0;3;19.99;0.31;91.82;0.13;1.86;-1;
000NTC;ttgB;1;0;0;1;30.37;;76;;1.83;-1;
GENO;ttgB;2;0;0;2;27.83;0.24;77.48;1.06;1.9;-1;
22;mepA;3;0;0;3;14.99;0.08;92.06;0.03;1.86;-1;
23;mepA;3;0;0;3;15.33;0.13;92.02;0.09;1.89;-1;
24;mepA;3;0;0;3;15.6;0.1;91.95;0.01;1.87;-1;
000NTC;mepA;1;0;0;1;22.13;;81.49;;1.93;-1;
GENO;mepA;2;0;0;2;21.96;0.1;81.13;1.95;1.91;-1;
22;mexE;3;0;0;3;20.27;0.14;91.99;0.14;1.87;-1;
23;mexE;3;0;0;3;20;0.06;91.74;0.19;1.86;-1;
24;mexE;2;1;0;3;20.21;0.03;91.9;0.09;1.87;-1;ContainsOutlierReplicateCt
000NTC;mexE;0;0;1;1;;;;;;-1;NotInformative
GENO;mexE;1;0;1;2;37.14;;79.66;;1.97;-1;MultipleMeltPeaks
22;mtrD;3;0;0;3;21.9;0.29;90.83;1.16;1.91;-1;
23;mtrD;2;0;1;3;21.58;0.02;90.2;0.66;1.92;-1;MultipleMeltPeaks
24;mtrD;3;0;0;3;22.01;0.03;90.75;0.27;1.9;-1;
000NTC;mtrD;1;0;0;1;25.82;;76.72;;1.85;-1;
GENO;mtrD;2;0;0;2;25.77;0.28;76.85;0.11;1.89;-1;
22;tolC;3;0;0;3;17.18;0.05;91.83;0.1;1.89;-1;
23;tolC;3;0;0;3;17.46;0.04;92.25;0.05;1.86;-1;
24;tolC;3;0;0;3;17.48;0.09;92.34;0.03;1.86;-1;
000NTC;tolC;1;0;0;1;28.72;;76.85;;1.93;-1;
GENO;tolC;2;0;0;2;27.28;0.04;79.03;0.35;1.96;-1;
22;merA-marko;3;0;0;3;20.12;0.17;91.76;0.36;1.9;-1;
23;merA-marko;3;0;0;3;20.97;0.12;91.36;0.17;1.89;-1;
24;merA-marko;2;0;1;3;20.99;0.11;91.07;0.38;1.89;-1;MultipleMeltPeaks
000NTC;merA-marko;1;0;0;1;25.67;;84.29;;1.87;-1;
GENO;merA-marko;2;0;0;2;25.27;0.17;84.48;0.13;1.83;-1;
22;qacH_351;3;0;0;3;21.59;0.22;90.42;0.02;1.89;-1;
23;qacH_351;3;0;0;3;20.82;0.24;90.48;0.17;1.87;-1;
24;qacH_351;3;0;0;3;20.53;0.13;90.42;0.06;1.88;-1;
000NTC;qacH_351;1;0;0;1;29.49;;77.11;;1.91;-1;
GENO;qacH_351;2;0;0;2;32.19;5.32;78.77;0.26;1.95;-1;
22;marR;3;0;0;3;22.35;0.19;91.37;0.16;1.9;-1;
23;marR;3;0;0;3;22.56;0.14;91.16;0.04;1.88;-1;
24;marR;3;0;0;3;22.97;0.13;91.22;0.05;1.91;-1;
000NTC;marR;1;0;0;1;27.95;;79.66;;1.93;-1;
GENO;marR;1;0;1;2;27.75;;78.95;;1.91;-1;MultipleMeltPeaks
22;mexB;3;0;0;3;15.01;0.05;91.89;5.49E-03;1.84;-1;
23;mexB;3;0;0;3;15.32;0.04;91.84;0.04;1.87;-1;
24;mexB;3;0;0;3;15.52;0.1;91.96;0.06;1.88;-1;
000NTC;mexB;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;mexB;2;0;0;2;31.1;1.8;82.84;10.04;1.87;-1;
22;mdtg;3;0;0;3;12.01;0.07;91.42;0.07;1.9;-1;
23;mdtg;3;0;0;3;12.33;0.07;91.44;2.19E-03;1.88;-1;
24;mdtg;3;0;0;3;12.66;0.12;91.5;0.1;1.88;-1;
000NTC;mdtg;1;0;0;1;31.02;;93.63;;1.89;-1;
GENO;mdtg;1;0;1;2;28.86;;92.83;;1.9;-1;MultipleMeltPeaks
22;bexA/norM;3;0;0;3;23.5;0.02;90.8;0.1;1.93;-1;
23;bexA/norM;3;0;0;3;23.22;0.31;90.62;0.18;1.89;-1;
24;bexA/norM;3;0;0;3;23.75;0.07;90.77;0.07;1.89;-1;
000NTC;bexA/norM;1;0;0;1;37.9;;78.97;;1.67;-1;
GENO;bexA/norM;2;0;0;2;28.48;1.42;77.62;1.57;1.95;-1;
22;mdtA;0;0;3;3;;;;;;-1;NotInformative
23;mdtA;0;0;3;3;;;;;;-1;NotInformative
24;mdtA;2;0;1;3;15.17;0.03;91.3;0.09;1.89;-1;
000NTC;mdtA;1;0;0;1;31.24;;77.26;;1.78;-1;
GENO;mdtA;1;0;1;2;32.68;;93.62;;1.8;-1;MultipleMeltPeaks
22;adeI;3;0;0;3;23.03;0.14;90.22;0.47;1.91;-1;
23;adeI;3;0;0;3;22.74;0.05;91.82;0.06;1.95;-1;
24;adeI;2;0;1;3;22.77;0.16;90.04;0.18;1.94;-1;MultipleMeltPeaks
000NTC;adeI;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;adeI;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
22;mdth;3;0;0;3;13.79;0.02;91.25;0.08;1.84;-1;
23;mdth;3;0;0;3;14.05;0.09;91.06;0.07;1.84;-1;
24;mdth;2;0;1;3;14.31;9.39E-03;91.16;0.02;1.85;-1;MultipleMeltPeaks
000NTC;mdth;1;0;0;1;27.35;;77.35;;1.88;-1;
GENO;mdth;1;0;1;2;26.59;;90.49;;1.89;-1;MultipleMeltPeaks
22;dfrA1;1;0;2;3;22.11;;92.14;;1.89;-1;MultipleMeltPeaks
23;dfrA1;3;0;0;3;21.74;0.19;91.38;0.17;1.84;-1;
24;dfrA1;3;0;0;3;22.1;0.08;91.29;0.46;1.87;-1;
000NTC;dfrA1;1;0;0;1;39.94;;74.75;;2.03;-1;
GENO;dfrA1;1;0;1;2;29.44;;76.6;;1.96;-1;MultipleMeltPeaks
22;dfrA12;3;0;0;3;18.28;0.09;91.2;0.2;1.87;-1;
23;dfrA12;3;0;0;3;18.5;0.09;90.61;0.08;1.85;-1;
24;dfrA12;2;0;1;3;18.74;0.02;91.39;0.06;1.86;-1;MultipleMeltPeaks
000NTC;dfrA12;1;0;0;1;37.74;;77.46;;1.96;-1;
GENO;dfrA12;1;0;1;2;29.68;;78.32;;1.97;-1;
22;nisB;3;0;0;3;19.62;0.24;91.65;0.22;1.88;-1;
23;nisB;3;0;0;3;19.7;0.11;91.12;0.06;1.9;-1;
24;nisB;3;0;0;3;19.66;0.04;92.21;0.11;1.89;-1;
000NTC;nisB;1;0;0;1;22.29;;85.92;;1.8;-1;
GENO;nisB;2;0;0;2;22.23;0.22;85.52;1.09;1.75;-1;
22;pmrA;2;0;1;3;27.76;0.26;79.57;6.28;1.83;-1;MultipleMeltPeaks
23;pmrA;2;0;1;3;28.11;2.6;85.98;0.07;1.82;-1;MultipleMeltPeaks
24;pmrA;2;0;1;3;26.89;0.59;82.45;10.14;1.94;-1;MultipleMeltPeaks
000NTC;pmrA;1;0;0;1;25.47;;75.02;;1.81;-1;
GENO;pmrA;2;0;0;2;26.01;0.88;75.09;0.05;1.88;-1;
22;fosb;2;1;0;3;19.99;0.03;91.11;0.48;2.08;-1;ContainsOutlierReplicateCt
23;fosb;2;0;1;3;19.91;0.2;91.12;0.18;2.09;-1;MultipleMeltPeaks
24;fosb;2;0;1;3;20.18;0.03;90.74;0.02;2.11;-1;MultipleMeltPeaks
000NTC;fosb;1;0;0;1;23.98;;77.31;;1.96;-1;
GENO;fosb;2;0;0;2;23.74;0.2;79.47;1.54;1.97;-1;
22;fosX;3;0;0;3;20.76;0.17;90.44;0.33;1.85;-1;
23;fosX;3;0;0;3;21.19;0.15;90.64;1.07;1.88;-1;
24;fosX;2;0;1;3;21.23;0.52;90.94;0.55;1.86;-1;MultipleMeltPeaks
000NTC;fosX;1;0;0;1;25.48;;78.33;;1.93;-1;
GENO;fosX;2;0;0;2;24.97;0.59;79.04;0.26;1.95;-1;
22;Arr2;3;0;0;3;19.4;0.05;92.21;0.01;1.89;-1;
23;Arr2;3;0;0;3;19.42;0.18;91.96;0.09;1.9;-1;
24;Arr2;3;0;0;3;19.24;0.1;92.27;0.02;1.91;-1;
000NTC;Arr2;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;Arr2;2;0;0;2;30.48;4.31;84.41;9.6;1.99;-1;
22;mcr-1;3;0;0;3;15.45;0.08;91.75;0.08;1.88;-1;
23;mcr-1;3;0;0;3;15.57;0.12;91.89;0.03;1.88;-1;
24;mcr-1;3;0;0;3;15.58;0.02;91.82;0.04;1.89;-1;
000NTC;mcr-1;1;0;0;1;26.82;;78.32;;1.91;-1;
GENO;mcr-1;2;0;0;2;26;0.19;84.52;8.64;1.85;-1;
22;bacA;3;0;0;3;12.81;0.09;91.98;0.05;1.86;-1;
23;bacA;3;0;0;3;13.13;0.04;91.8;0.04;1.83;-1;
24;bacA;3;0;0;3;13.28;0.06;91.83;0.06;1.83;-1;
000NTC;bacA;1;0;0;1;29.82;;90.26;;1.87;-1;
GENO;bacA;2;0;0;2;26.27;2.9;90.18;3.38;1.87;-1;
22;fabK;3;0;0;3;20.7;0.45;90.32;0.96;1.96;-1;
23;fabK;2;0;1;3;20.74;0.11;90.25;0.9;1.97;-1;MultipleMeltPeaks
24;fabK;3;0;0;3;20.78;0.11;91.07;0.47;1.95;-1;
000NTC;fabK;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;fabK;2;0;0;2;21.79;0.66;83.81;0.9;1.89;-1;
22;ARR-3;3;0;0;3;18.13;0.07;92.08;0.09;1.92;-1;
23;ARR-3;3;0;0;3;17.74;0.05;92.02;9.27E-03;1.89;-1;
24;ARR-3;3;0;0;3;18.12;0.05;92.21;0.06;1.93;-1;
000NTC;ARR-3;1;0;0;1;37.12;;81.54;;1.98;-1;
GENO;ARR-3;1;0;1;2;26.86;;91.18;;1.95;-1;MultipleMeltPeaks
22;mcr-2;1;0;2;3;25.72;;91.09;;1.91;-1;MultipleMeltPeaks
23;mcr-2;1;0;2;3;24.82;;90.08;;1.89;-1;MultipleMeltPeaks
24;mcr-2;1;0;2;3;24.28;;91;;1.93;-1;MultipleMeltPeaks
000NTC;mcr-2;1;0;0;1;28.58;;76.59;;1.8;-1;
GENO;mcr-2;2;0;0;2;29.7;0.71;75.36;0.44;1.79;-1;
22;qnrA;2;1;0;3;20.67;0.07;91.45;6.75E-03;1.89;-1;ContainsOutlierReplicateCt
23;qnrA;3;0;0;3;21.21;0.16;90.98;0.51;1.91;-1;
24;qnrA;3;0;0;3;21.22;0.05;91.4;0.27;1.91;-1;
000NTC;qnrA;1;0;0;1;26.85;;76.2;;1.98;-1;
GENO;qnrA;1;0;1;2;27.45;;76.32;;1.98;-1;MultipleMeltPeaks
22;norA;3;0;0;3;19.85;0.1;91.85;0.21;1.9;-1;
23;norA;3;0;0;3;20.26;0.11;91.24;0.24;1.86;-1;
24;norA;2;1;0;3;20.25;0.03;91.45;0.05;1.86;-1;ContainsOutlierReplicateCt
000NTC;norA;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;norA;1;0;1;2;29.33;;78.25;;1.64;-1;MultipleMeltPeaks
22;qepA_1_2;2;0;1;3;12;0.12;90.98;0.08;1.93;-1;MultipleMeltPeaks
23;qepA_1_2;2;0;1;3;12.11;0.13;90.72;0.02;1.94;-1;MultipleMeltPeaks
24;qepA_1_2;3;0;0;3;12.32;0.12;91.02;0.11;1.86;-1;
000NTC;qepA_1_2;1;0;0;1;28.61;;92.28;;1.85;-1;
GENO;qepA_1_2;2;0;0;2;27.84;0.3;87.12;7.6;1.9;-1;
22;QnrB4;3;0;0;3;14.02;0.11;91.86;0.03;1.93;-1;
23;QnrB4;3;0;0;3;13.98;0.06;91.37;0.01;1.88;-1;
24;QnrB4;3;0;0;3;14.2;0.03;91.47;0.02;1.89;-1;
000NTC;QnrB4;1;0;0;1;28.45;;92.17;;1.92;-1;
GENO;QnrB4;2;0;0;2;32.55;7.67;82.5;4.22;1.95;-1;
22;QnrS1_S3_S5;1;0;2;3;22.19;;90.79;;2.04;-1;MultipleMeltPeaks
23;QnrS1_S3_S5;2;1;0;3;21.99;0.05;90.6;0.6;2;-1;ContainsOutlierReplicateCt
24;QnrS1_S3_S5;2;0;1;3;21.96;3.78E-03;91.11;0.76;1.98;-1;MultipleMeltPeaks
000NTC;QnrS1_S3_S5;1;0;0;1;22.35;;75.47;;1.95;-1;
GENO;QnrS1_S3_S5;1;0;1;2;22.54;;75.55;;1.96;-1;MultipleMeltPeaks
22;QnrVC1_VC3_VC6;3;0;0;3;19.61;0.07;92.21;0.08;1.85;-1;
23;QnrVC1_VC3_VC6;3;0;0;3;19.44;0.07;92.2;0.04;1.81;-1;
24;QnrVC1_VC3_VC6;3;0;0;3;19.61;0.15;92.22;0.04;1.81;-1;
000NTC;QnrVC1_VC3_VC6;1;0;0;1;30.54;;75.33;;1.91;-1;
GENO;QnrVC1_VC3_VC6;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
22;QnrVC4_VC5_VC7;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
