Sample;Assay;N;Outliers;Rejected;Total reps;Ct;Ct SD;Tm;Tm SD;Efficiency;Conc;Flags
GENO;blaIMIR;2;0;0;2;28.7;1.04;76.68;0.37;1.94;-1;
19;blaTEM;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;blaTEM;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
21;blaTEM;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;blaTEM;1;0;0;1;35.98;;75.19;;1.88;-1;
GENO;blaTEM;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
19;blaPER;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;blaPER;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
21;blaPER;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;blaPER;0;0;1;1;;;;;;-1;NotInformative
GENO;blaPER;0;0;2;2;;;;;;-1;NotInformative
19;KPC;2;0;1;3;21.03;0.06;91.37;0.04;1.87;-1;MultipleMeltPeaks
20;KPC;3;0;0;3;21.23;0.18;91.54;0.16;1.91;-1;
21;KPC;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;KPC;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;KPC;2;0;0;2;26.06;0.3;77.26;0.02;1.83;-1;
19;beta_ccra;2;0;1;3;17.68;0.09;90.78;0.05;1.89;-1;MultipleMeltPeaks
20;beta_ccra;3;0;0;3;17.72;0.07;90.63;0.08;1.88;-1;
21;beta_ccra;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;beta_ccra;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;beta_ccra;2;0;0;2;23.96;0.01;82.37;0.45;1.65;-1;
19;cefa_ampc;1;0;2;3;23.43;;90.37;;1.94;-1;MultipleMeltPeaks
20;cefa_ampc;2;0;1;3;22.91;0.19;91.17;0.26;1.96;-1;MultipleMeltPeaks
21;cefa_ampc;1;0;2;3;21.64;;91.64;;1.96;-1;MultipleMeltPeaks
000NTC;cefa_ampc;0;0;1;1;;;;;;-1;NotInformative
GENO;cefa_ampc;1;0;1;2;29.95;;76.61;;1.96;-1;
19;bl1acc;3;0;0;3;24.1;0.25;91.93;1.36;2.01;-1;
20;bl1acc;2;0;1;3;24.52;0.35;91.66;0.56;2.09;-1;MultipleMeltPeaks
21;bl1acc;3;0;0;3;22.95;0.08;91.05;0.32;1.94;-1;
000NTC;bl1acc;1;0;0;1;28.88;;78.61;;1.94;-1;
GENO;bl1acc;2;0;0;2;31.61;5.26;76.8;2.83;1.78;-1;
19;bl3_cpha;3;0;0;3;21.49;0.36;91.37;0.19;1.94;-1;
20;bl3_cpha;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
21;bl3_cpha;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;bl3_cpha;0;0;1;1;;;;;;-1;NotInformative
GENO;bl3_cpha;2;0;0;2;34.73;7.3;76.81;0.33;1.99;-1;
19;blaB-11,13,14;3;0;0;3;24.14;0.25;91.18;0.5;1.96;-1;
20;blaB-11,13,14;3;0;0;3;24.33;0.37;91.75;0.43;1.97;-1;
21;blaB-11,13,14;3;0;0;3;24.16;0.3;91.08;0.58;2.06;-1;
000NTC;blaB-11,13,14;1;0;0;1;28.45;;76.83;;1.95;-1;
GENO;blaB-11,13,14;2;0;0;2;29.64;5.54E-03;76.23;0.06;1.95;-1;
19;blaIND;2;1;0;3;27.2;0.11;93.29;0.1;1.94;-1;ContainsOutlierReplicateCt
20;blaIND;1;0;2;3;21.98;;91.27;;1.91;-1;MultipleMeltPeaks
21;blaIND;1;0;2;3;25.56;;90.93;;1.95;-1;MultipleMeltPeaks
000NTC;blaIND;1;0;0;1;27.64;;80.78;;1.86;-1;
GENO;blaIND;2;0;0;2;27.16;0.69;79.36;1;1.83;-1;
19;blaLEN;3;0;0;3;22.31;0.55;92.07;0.2;1.93;-1;
20;blaLEN;3;0;0;3;22.23;0.05;92.29;0.06;1.92;-1;
21;blaLEN;3;0;0;3;21.19;0.17;92.12;0.02;1.92;-1;
000NTC;blaLEN;1;0;0;1;28.95;;79.47;;1.99;-1;
GENO;blaLEN;2;0;0;2;28.39;0.78;79.05;0.13;1.99;-1;
19;blaOXY-1;2;0;1;3;13.68;0.02;90.98;0.34;1.96;-1;MultipleMeltPeaks
20;blaOXY-1;3;0;0;3;14.28;0.05;91.25;0.19;1.95;-1;
21;blaOXY-1;3;0;0;3;12.76;1.25;90.83;0.2;2.04;-1;
000NTC;blaOXY-1;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;blaOXY-1;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
19;blaCARB;0;0;3;3;;;;;;-1;NotInformative
20;blaCARB;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
21;blaCARB;0;0;3;3;;;;;;-1;NotInformative
000NTC;blaCARB;0;0;1;1;;;;;;-1;NotInformative
GENO;blaCARB;0;0;2;2;;;;;;-1;NotInformative
19;blaGOB;3;0;0;3;13.62;0.17;90.39;0.88;1.94;-1;
20;blaGOB;3;0;0;3;12.83;0.1;90.44;0.15;1.88;-1;
21;blaGOB;0;0;3;3;;;;;;-1;NotInformative
000NTC;blaGOB;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;blaGOB;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
19;blaHERA;3;0;0;3;16.49;0.35;90.88;0.46;1.88;-1;
20;blaHERA;2;0;1;3;15.69;0.24;91.22;1.3;1.87;-1;MultipleMeltPeaks
21;blaHERA;2;1;0;3;17.77;0.07;91.43;0.72;1.75;-1;ContainsOutlierReplicateCt
000NTC;blaHERA;1;0;0;1;14.69;;79.16;;1.82;-1;
GENO;blaHERA;2;0;0;2;14.47;0.02;79.53;0.02;1.77;-1;
19;blaMIR;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;blaMIR;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
21;blaMIR;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;blaMIR;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;blaMIR;2;0;0;2;32.48;1.33;85.01;9.3;1.77;-1;
19;nonmobile_blaADC;1;0;2;3;28.25;;89.88;;1.98;-1;MultipleMeltPeaks
20;nonmobile_blaADC;1;0;2;3;27.48;;77.39;;1.94;-1;MultipleMeltPeaks
21;nonmobile_blaADC;2;0;1;3;26.96;0.73;89.94;0.33;1.84;-1;MultipleMeltPeaks
000NTC;nonmobile_blaADC;1;0;0;1;26.87;;77.48;;1.89;-1;
GENO;nonmobile_blaADC;1;0;1;2;26.75;;76.46;;1.89;-1;MultipleMeltPeaks
19;nonmobile blaBEL;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;nonmobile blaBEL;1;0;2;3;20.41;;89.51;;1.96;-1;MultipleMeltPeaks
21;nonmobile blaBEL;2;0;1;3;20;0.1;92.56;0.9;2.15;-1;MultipleMeltPeaks
000NTC;nonmobile blaBEL;1;0;0;1;21.68;;81.42;;1.91;-1;
GENO;nonmobile blaBEL;2;0;0;2;21.51;0.13;81.63;0.53;1.97;-1;
19;blaIMI;2;0;1;3;20.56;0.18;91.43;0.01;1.92;-1;MultipleMeltPeaks
20;blaIMI;2;1;0;3;20.4;0.04;91.59;0.04;1.92;-1;ContainsOutlierReplicateCt
21;blaIMI;3;0;0;3;19.84;0.34;92.35;0.69;1.94;-1;
000NTC;blaIMI;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;blaIMI;1;0;1;2;27.05;;76.89;;1.85;-1;MultipleMeltPeaks
19;bla-ACT;1;0;2;3;14.96;;91.44;;1.9;-1;
20;bla-ACT;2;0;1;3;15.36;0.13;91.39;0.06;1.92;-1;MultipleMeltPeaks
21;bla-ACT;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;bla-ACT;1;0;0;1;26.73;;79.24;;1.83;-1;
GENO;bla-ACT;1;0;1;2;26.11;;78.66;;1.77;-1;MultipleMeltPeaks
19;acrB;2;0;1;3;19.71;0.03;91.25;0.2;1.9;-1;MultipleMeltPeaks
20;acrB;1;0;2;3;19.93;;91.54;;1.9;-1;MultipleMeltPeaks
21;acrB;3;0;0;3;19.28;0.12;91.73;0.22;2.02;-1;
000NTC;acrB;1;0;0;1;28.2;;78.35;;1.92;-1;
GENO;acrB;2;0;0;2;28.61;0.95;79.12;0.83;1.92;-1;
19;acrF;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;acrF;2;0;1;3;17.25;0.11;90.51;0.09;1.94;-1;MultipleMeltPeaks
21;acrF;1;0;2;3;16.61;;90.55;;2.11;-1;MultipleMeltPeaks
000NTC;acrF;1;0;0;1;30.36;;88.8;;1.51;-1;
GENO;acrF;1;0;1;2;28.41;;81.88;;1.84;-1;
19;adeA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;adeA;1;0;2;3;18.37;;90.66;;1.91;-1;MultipleMeltPeaks
21;adeA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;adeA;1;0;0;1;22.99;;82.77;;1.78;-1;
GENO;adeA;2;0;0;2;22.78;6.60E-03;79.71;1.27;1.85;-1;
19;multidrug resistance;3;0;0;3;25.84;0.46;90.34;2.43;1.97;-1;
20;multidrug resistance;1;0;2;3;24.96;;87.5;;1.94;-1;MultipleMeltPeaks
21;multidrug resistance;1;0;2;3;26.5;;88.75;;1.82;-1;MultipleMeltPeaks
000NTC;multidrug resistance;1;0;0;1;28.43;;74.36;;1.9;-1;
GENO;multidrug resistance;2;0;0;2;26.5;0.43;73.77;0.9;1.58;-1;
19;cmr;2;0;1;3;25.45;0.28;89.8;1.79;1.75;-1;MultipleMeltPeaks
20;cmr;2;0;1;3;25.72;0.22;90.98;0.21;1.75;-1;MultipleMeltPeaks
21;cmr;3;0;0;3;25.98;0.37;90.98;1.01;1.69;-1;
000NTC;cmr;1;0;0;1;26.85;;75.14;;1.73;-1;
GENO;cmr;2;0;0;2;25.48;0.22;75.31;0.04;1.73;-1;
19;acrA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;acrA;2;0;1;3;18.92;0.16;91.62;0.11;1.87;-1;MultipleMeltPeaks
21;acrA;1;0;2;3;18.16;;91.37;;2.03;-1;MultipleMeltPeaks
000NTC;acrA;1;0;0;1;35.2;;86.24;;1.87;-1;
GENO;acrA;2;0;0;2;34.55;6.08;77.45;2.41;1.65;-1;
19;emrD;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;emrD;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
21;emrD;2;0;1;3;12.39;1.11;91.99;0.15;1.76;-1;BadR2, MultipleMeltPeaks
000NTC;emrD;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;emrD;2;0;0;2;36.09;7.77;75.82;1.95;1.93;-1;
19;mdtE/yhiU;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;mdtE/yhiU;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
21;mdtE/yhiU;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;mdtE/yhiU;1;0;0;1;30.33;;78.45;;1.86;-1;
GENO;mdtE/yhiU;1;0;1;2;30.57;;91.66;;1.83;-1;MultipleMeltPeaks
19;mexA;1;0;2;3;19.05;;90.31;;1.91;-1;MultipleMeltPeaks
20;mexA;2;0;1;3;18.88;0.3;90.79;0.1;1.89;-1;MultipleMeltPeaks
21;mexA;1;0;2;3;18.06;;90.78;;1.86;-1;MultipleMeltPeaks
000NTC;mexA;1;0;0;1;42.3;;90.57;;1.79;-1;
GENO;mexA;2;0;0;2;37.93;6.6;89;4.85;1.84;-1;
19;acrR;1;0;2;3;16.13;;91.33;;2.02;-1;MultipleMeltPeaks
20;acrR;3;0;0;3;16.14;0.03;91.08;0.07;1.94;-1;
21;acrR;2;0;1;3;15.19;0.05;91.85;0.05;1.93;-1;MultipleMeltPeaks
000NTC;acrR;1;0;0;1;30.67;;80.39;;1.9;-1;
GENO;acrR;1;0;1;2;39.87;;84.31;;1.93;-1;
19;qacF/Ha;2;0;1;3;26.05;0.89;81.73;0.18;1.94;-1;MultipleMeltPeaks
20;qacF/Ha;2;1;0;3;25.12;0.03;81.97;0.13;1.97;-1;ContainsOutlierReplicateCt
21;qacF/Ha;3;0;0;3;25.11;0.21;81.64;0.05;1.85;-1;
000NTC;qacF/Ha;1;0;0;1;30.5;;74.29;;1.78;-1;
GENO;qacF/Ha;1;0;1;2;29.71;;74.14;;1.84;-1;
19;nimE;2;0;1;3;17.81;0.37;90;0.31;2.2;-1;MultipleMeltPeaks
20;nimE;3;0;0;3;16.37;0.46;90.15;0.19;2.2;-1;
21;nimE;0;0;3;3;;;;;;-1;NotInformative
000NTC;nimE;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;nimE;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
19;emrB/qacA;1;0;2;3;30.31;;90.23;;1.83;-1;MultipleMeltPeaks
20;emrB/qacA;2;0;1;3;28.83;0.05;82.69;12.63;1.77;-1;MultipleMeltPeaks
21;emrB/qacA;2;0;1;3;32.68;1.44;88.12;1.54;1.8;-1;MultipleMeltPeaks
000NTC;emrB/qacA;0;0;1;1;;;;;;-1;NotInformative
GENO;emrB/qacA;2;0;0;2;30.17;0.09;73.86;0.13;1.65;-1;
19;mtrE;1;0;2;3;25.45;;89.55;;2;-1;MultipleMeltPeaks
20;mtrE;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
21;mtrE;1;0;2;3;25.23;;90.43;;1.98;-1;MultipleMeltPeaks
000NTC;mtrE;1;0;0;1;32.71;;75.12;;1.65;-1;
GENO;mtrE;2;0;0;2;28.65;0.35;75.81;1.15;1.71;-1;
19;oprD;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;oprD;2;0;1;3;12.54;5.94E-03;90.59;0.02;1.9;-1;MultipleMeltPeaks
21;oprD;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;oprD;1;0;0;1;30.23;;89.62;;1.84;-1;
GENO;oprD;2;0;0;2;32.13;1.15;85.96;9.34;1.91;-1;
19;ttgA;2;0;1;3;16.37;0.07;90.76;6.30E-03;2.03;-1;MultipleMeltPeaks
20;ttgA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
21;ttgA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;ttgA;1;0;0;1;27.81;;78.78;;1.89;-1;
GENO;ttgA;2;0;0;2;28.75;0.63;78.78;0.42;1.93;-1;
19;ttgB;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;ttgB;2;0;1;3;19.21;0.08;91.85;0.16;1.92;-1;MultipleMeltPeaks
21;ttgB;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;ttgB;1;0;0;1;28.49;;77.42;;1.84;-1;
GENO;ttgB;2;0;0;2;28.15;0.22;78.04;0.14;1.88;-1;
19;mepA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;mepA;3;0;0;3;15.06;0.08;90.96;0.06;1.91;-1;
21;mepA;2;0;1;3;14.77;0.26;90.77;0.03;2.04;-1;MultipleMeltPeaks
000NTC;mepA;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;mepA;1;0;1;2;23.1;;77.88;;1.93;-1;MultipleMeltPeaks
19;mexE;3;0;0;3;19.06;0.21;92.79;0.05;1.93;-1;
20;mexE;2;0;1;3;18.93;0.2;92.4;0.28;1.91;-1;MultipleMeltPeaks
21;mexE;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;mexE;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;mexE;0;0;2;2;;;;;;-1;NotInformative
19;mtrD;2;0;1;3;19.04;0.1;90.85;1.69E-03;1.9;-1;MultipleMeltPeaks
20;mtrD;3;0;0;3;20.91;0.03;91.29;0.52;1.89;-1;
21;mtrD;3;0;0;3;20.44;0.19;91.02;0.08;1.89;-1;
000NTC;mtrD;1;0;0;1;26.58;;76.86;;1.83;-1;
GENO;mtrD;2;0;0;2;26.07;0.22;77.06;0.01;1.87;-1;
19;tolC;1;0;2;3;17.15;;91.14;;1.86;-1;MultipleMeltPeaks
20;tolC;3;0;0;3;17.73;0.05;91.46;0.07;1.87;-1;
21;tolC;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;tolC;1;0;0;1;28.93;;76.92;;1.94;-1;
GENO;tolC;2;0;0;2;28.86;0.5;79.93;0.53;1.93;-1;
19;merA-marko;3;0;0;3;21.3;0.36;90.84;0.18;1.91;-1;
20;merA-marko;3;0;0;3;21.1;0.27;91.08;0.23;1.92;-1;
21;merA-marko;2;0;1;3;20.52;0.25;90.95;0.07;1.92;-1;MultipleMeltPeaks
000NTC;merA-marko;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;merA-marko;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
19;qacH_351;1;0;2;3;23.49;;89.98;;1.89;-1;MultipleMeltPeaks
20;qacH_351;1;0;2;3;22.81;;91.31;;1.87;-1;MultipleMeltPeaks
21;qacH_351;2;0;1;3;22.98;0.13;90.95;1.4;1.92;-1;MultipleMeltPeaks
000NTC;qacH_351;1;0;0;1;29.83;;81.41;;1.89;-1;
GENO;qacH_351;2;0;0;2;33.85;6.24;77.66;0.06;1.88;-1;
19;marR;3;0;0;3;22.89;0.35;90.5;0.65;1.93;-1;
20;marR;2;0;1;3;23.38;0.06;89.87;0.42;1.94;-1;MultipleMeltPeaks
21;marR;1;0;2;3;23.49;;89.83;;1.91;-1;MultipleMeltPeaks
000NTC;marR;1;0;0;1;26.57;;83.97;;1.94;-1;
GENO;marR;1;0;1;2;27.99;;77.53;;1.96;-1;MultipleMeltPeaks
19;mexB;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;mexB;1;0;2;3;14.35;;91.38;;1.91;-1;MultipleMeltPeaks
21;mexB;1;0;2;3;13.2;;91.07;;1.87;-1;MultipleMeltPeaks
000NTC;mexB;1;0;0;1;31.76;;89.18;;1.84;-1;
GENO;mexB;2;0;0;2;32.31;0.37;83.51;10.8;1.67;-1;
19;mdtg;3;0;0;3;11.85;0.03;91.04;0.13;2.16;-1;
20;mdtg;3;0;0;3;12.13;0.05;91.5;0.02;2.06;-1;
21;mdtg;1;0;2;3;11.19;;91.73;;2.71;-1;
000NTC;mdtg;1;0;0;1;30.66;;88.48;;1.9;-1;
GENO;mdtg;1;0;1;2;30.58;;91.09;;1.87;-1;MultipleMeltPeaks
19;bexA/norM;2;0;1;3;24.18;0.23;92.4;0.48;2.04;-1;MultipleMeltPeaks
20;bexA/norM;2;0;1;3;24.62;0.76;91.67;0.13;1.91;-1;MultipleMeltPeaks
21;bexA/norM;1;0;2;3;24.18;;89.94;;1.88;-1;MultipleMeltPeaks
000NTC;bexA/norM;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;bexA/norM;1;0;1;2;29.8;;81.72;;1.96;-1;MultipleMeltPeaks
19;mdtA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;mdtA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
21;mdtA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;mdtA;1;0;0;1;30.34;;78.07;;1.86;-1;
GENO;mdtA;1;0;1;2;42.69;;78.26;;2.01;-1;MultipleMeltPeaks
19;adeI;1;0;2;3;23.72;;91.73;;1.97;-1;MultipleMeltPeaks
20;adeI;2;0;1;3;23.11;0.02;92.05;0.22;1.95;-1;MultipleMeltPeaks
21;adeI;1;0;2;3;23.39;;90.78;;1.97;-1;MultipleMeltPeaks
000NTC;adeI;1;0;0;1;27.64;;74.71;;1.91;-1;
GENO;adeI;1;0;1;2;27.85;;74.82;;1.98;-1;MultipleMeltPeaks
19;mdth;1;0;2;3;13.63;;90.57;;1.91;-1;MultipleMeltPeaks
20;mdth;2;0;1;3;14.32;0.14;91.66;0.02;1.96;-1;MultipleMeltPeaks
21;mdth;1;0;2;3;13.83;;90.51;;2.6;-1;BadR2, MultipleMeltPeaks
000NTC;mdth;1;0;0;1;29.97;;77.76;;1.78;-1;
GENO;mdth;1;0;1;2;28.19;;91.87;;1.85;-1;MultipleMeltPeaks
19;dfrA1;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;dfrA1;1;0;2;3;23.18;;91.26;;1.92;-1;MultipleMeltPeaks
21;dfrA1;1;0;2;3;23.06;;91.45;;2.05;-1;MultipleMeltPeaks
000NTC;dfrA1;1;0;0;1;31.68;;76.4;;1.92;-1;
GENO;dfrA1;2;0;0;2;30.78;1.75;76.97;0.56;1.95;-1;
19;dfrA12;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;dfrA12;1;0;2;3;19.27;;92.08;;1.92;-1;MultipleMeltPeaks
21;dfrA12;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;dfrA12;0;0;1;1;;;;;;-1;NotInformative
GENO;dfrA12;1;0;1;2;42.55;;89.31;;1.83;-1;
19;nisB;3;0;0;3;19.96;0.28;90.54;0.2;1.91;-1;
20;nisB;3;0;0;3;19.29;0.02;90.82;0.2;1.92;-1;
21;nisB;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;nisB;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;nisB;1;0;1;2;25.07;;83.31;;1.69;-1;MultipleMeltPeaks
19;pmrA;2;1;0;3;23.76;0.08;91.04;0.09;2.21;-1;ContainsOutlierReplicateCt
20;pmrA;3;0;0;3;23.88;0.53;90.89;0.08;2.16;-1;
21;pmrA;3;0;0;3;21.19;0.55;90.89;0.01;1.85;-1;
000NTC;pmrA;1;0;0;1;27.77;;75.14;;1.97;-1;
GENO;pmrA;2;0;0;2;27.16;0.1;75.31;0.12;1.95;-1;
19;fosb;2;0;1;3;21.3;0.11;90.65;0.43;2.11;-1;MultipleMeltPeaks
20;fosb;3;0;0;3;21.06;0.19;91.08;0.37;2.06;-1;
21;fosb;2;1;0;3;20.31;0.01;91.52;4.59E-04;2.19;-1;ContainsOutlierReplicateCt
000NTC;fosb;1;0;0;1;25.01;;77.29;;1.96;-1;
GENO;fosb;2;0;0;2;25.16;0.51;77.45;0.09;1.97;-1;
19;fosX;3;0;0;3;22.34;0.17;90.75;0.29;1.94;-1;
20;fosX;3;0;0;3;21.72;0.4;90.78;0.62;1.9;-1;
21;fosX;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;fosX;1;0;0;1;27.73;;78.88;;1.93;-1;
GENO;fosX;2;0;0;2;27.23;0.06;79.05;0.2;1.94;-1;
19;Arr2;2;1;0;3;19.18;5.25E-03;91.26;0.25;1.97;-1;ContainsOutlierReplicateCt
20;Arr2;3;0;0;3;19.82;0.13;91.76;0.2;1.92;-1;
21;Arr2;3;0;0;3;19.13;0.18;91.54;0.04;1.97;-1;
000NTC;Arr2;0;0;1;1;;;;;;-1;NotInformative
GENO;Arr2;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
19;mcr-1;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;mcr-1;2;0;1;3;15.51;0.11;91.07;0.02;1.87;-1;MultipleMeltPeaks
21;mcr-1;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;mcr-1;1;0;0;1;27.95;;78.68;;1.9;-1;
GENO;mcr-1;2;0;0;2;26.87;0.43;85.22;9.54;1.89;-1;
19;bacA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;bacA;3;0;0;3;13.24;0.03;91.58;0.18;1.86;-1;
21;bacA;2;1;0;3;11.93;0.06;91.48;0.03;2.13;-1;ContainsOutlierReplicateCt
000NTC;bacA;1;0;0;1;30.29;;92.63;;1.74;-1;
GENO;bacA;1;0;1;2;27.99;;93.23;;1.89;-1;MultipleMeltPeaks
19;fabK;3;0;0;3;20.64;0.19;91.23;0.13;1.97;-1;
20;fabK;3;0;0;3;20.13;0.28;91.46;0.15;1.98;-1;
21;fabK;3;0;0;3;20.73;0.07;91.67;0.22;2.07;-1;
000NTC;fabK;1;0;0;1;22.4;;83.98;;1.87;-1;
GENO;fabK;1;0;1;2;22.45;;86.06;;1.88;-1;MultipleMeltPeaks
19;ARR-3;3;0;0;3;17.92;0.39;90.55;0.04;1.97;-1;
20;ARR-3;3;0;0;3;18.24;0.22;90.93;0.11;1.95;-1;
21;ARR-3;2;0;1;3;17.86;0.57;91.58;0.22;2.19;-1;
000NTC;ARR-3;1;0;0;1;42.23;;75.9;;2.02;-1;
GENO;ARR-3;0;0;2;2;;;;;;-1;NotInformative
19;mcr-2;1;0;2;3;24.77;;91.81;;1.94;-1;MultipleMeltPeaks
20;mcr-2;2;0;1;3;23.91;0.32;91.47;0.05;1.92;-1;MultipleMeltPeaks
21;mcr-2;1;0;2;3;23.11;;90.57;;2.05;-1;MultipleMeltPeaks
000NTC;mcr-2;1;0;0;1;28.94;;75.49;;1.88;-1;
GENO;mcr-2;2;0;0;2;28.91;0.43;75.5;0.35;1.86;-1;
19;qnrA;2;1;0;3;21.18;0.04;91.23;1.2;1.96;-1;ContainsOutlierReplicateCt
20;qnrA;1;0;2;3;20.64;;90.79;;1.91;-1;MultipleMeltPeaks
21;qnrA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;qnrA;1;0;0;1;26.99;;76.28;;1.94;-1;
GENO;qnrA;2;0;0;2;27.17;1.37;76.64;0.36;1.97;-1;
19;norA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;norA;3;0;0;3;19.47;0.04;91.93;0.04;1.91;-1;
21;norA;2;0;1;3;19.16;0.01;91.65;0.2;1.98;-1;MultipleMeltPeaks
000NTC;norA;1;0;0;1;30.16;;76.47;;1.58;-1;
GENO;norA;2;0;0;2;29.6;0.74;86.34;7.5;1.7;-1;
19;qepA_1_2;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;qepA_1_2;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
21;qepA_1_2;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;qepA_1_2;1;0;0;1;28.15;;89.14;;1.8;-1;
GENO;qepA_1_2;2;0;0;2;29.02;0.2;87.18;7.77;1.85;-1;
19;QnrB4;2;0;1;3;14.03;0.16;91.45;0.07;1.9;-1;MultipleMeltPeaks
20;QnrB4;2;0;1;3;14.48;0.03;91.39;0.06;1.96;-1;
21;QnrB4;3;0;0;3;13.24;0.21;91.56;0.04;2.09;-1;
000NTC;QnrB4;1;0;0;1;30.18;;89.87;;1.81;-1;
GENO;QnrB4;1;0;1;2;30.95;;82.67;;1.95;-1;MultipleMeltPeaks
19;QnrS1_S3_S5;3;0;0;3;22.04;0.35;93.01;0.3;2.07;-1;
20;QnrS1_S3_S5;3;0;0;3;22.36;0.21;92.74;1.21;2.03;-1;
21;QnrS1_S3_S5;3;0;0;3;21.79;7.66E-03;92.15;0.35;2.04;-1;
